,raw_series,harmonic_1,harmonic_2,harmonic_4,harmonic_6,harmonic_7,harmonic_9,harmonic_10,harmonic_12,harmonic_13,harmonic_15,harmonic_16,harmonic_18,harmonic_19,harmonic_21,harmonic_23,harmonic_24,harmonic_25,harmonic_27,harmonic_29,harmonic_31,harmonic_32,harmonic_33,harmonic_35,harmonic_37,harmonic_38,harmonic_40,harmonic_41,harmonic_42,harmonic_44,harmonic_45,harmonic_48,all_30_harmonics
92,17.53194299,-1.832340890240047,0.8503752823513333,-0.14264396197428944,-0.7782313803624775,-0.2495212851017441,-0.06741968103033569,0.2043634360527308,-0.24878874818670615,-0.18931745978411882,-0.18772871810411623,-0.30749195260778706,0.38378511407850874,0.20070710755892696,0.2676982346199734,0.4327094676761534,0.43314638877773615,-0.11351931424616693,-0.20936020802401198,-0.13962653929942112,-0.4658378824462363,-0.2777921571337991,-0.2112986693907351,0.07509366373833012,0.6879847608134881,0.01737063991405564,-0.0878866025005839,-0.27422915293081995,0.15076997656100366,0.1154314633468441,-0.09315296524916225,-0.09315296524916225,22.126777421359584
91,27.55026316,-1.7959823177943575,0.8522904364073458,-0.40341397825350056,-1.4088988723324636,-0.023532028890239035,0.5097882489475686,0.3656880286423648,0.34077339569542275,-0.20625028535256643,-0.44948952134905973,0.12917429072297612,0.26697050776946635,0.24542419924595657,0.4974661691978589,0.6864689255984866,-0.12328608189576865,0.01226661199300914,0.10157726680513136,0.16384814252470392,0.48082546981182767,-0.14531735512959076,0.048797507304073805,-0.2263930018933018,-0.6166993473075414,0.03719240450737306,0.23355757790343712,0.054634219066085225,-0.12012002444129695,-0.09720969779684305,0.08098005748055725,0.08098005748055724,25.69138769547805
90,27.55026316,-1.7514290899593303,0.8386681110727081,-0.6349006933596953,-1.811205868663225,0.2076230512144966,0.9042507960168118,0.366347432955341,0.7183519412571764,-0.07404952835974092,-0.2877988415213747,0.4290360421407971,-0.19834459467253962,-0.0616961381598272,-0.11703784184927846,-0.40952126127799265,-0.42065771362293186,0.11062545568364981,0.15843900973476027,0.01550210562968079,-0.01498758736559137,0.43976999099374225,0.1515601770822614,0.2477668051647731,0.2999689434903036,-0.07982332830419503,-0.33490610157671197,0.17241800504992155,0.07845248503734588,0.0762213044527717,-0.06797618473867527,-0.0679761847386753,25.67784653053409
89,20.03663745,-1.6988844928948428,0.8097566449302533,-0.8203007847472495,-1.9199446905884885,0.39320007582083205,0.974563741158786,0.20605193943105904,0.6490680518645683,0.11169428886392634,0.14501906259185923,0.2745190048003723,-0.40474274697576584,-0.2803695713817472,-0.5329117297481957,-0.7003021279137556,0.16589800901695811,-0.038364643164528596,-0.18100354480229486,-0.17559188311475973,-0.4658378824462363,-0.34487179312630145,-0.23433928952014457,-0.12694878087003372,0.13614844322242514,0.09684521728331866,0.3726991643040264,-0.3759360571729637,-0.029589167031241367,-0.05306362158122916,0.05427478435489945,0.05427478435489945,23.962648075374034
88,27.55026316,-1.6385882755456638,0.7660831016312357,-0.9461562985368485,-1.7174904739269319,0.4924606014984311,0.6955217837218335,-0.044772559831712536,0.17602089067000246,0.2166752144317747,0.44121857136626796,-0.17073261108480245,-0.08279396947851136,-0.09710827488310907,-0.04435743583449923,0.38586578369176705,0.4038525210855195,-0.10157472095894693,-0.06770101602976032,0.11751888998726168,0.48082546981182767,-0.055359017093366436,0.13532078504023726,-0.06672435873043812,-0.5180790475532343,-0.08279708457799533,-0.33976473932657864,0.5281407686428423,-0.021988113379974968,0.028395726316809235,-0.04001645123812439,-0.04001645123812437,27.20225382397577
87,27.55026316,-1.5708155557220083,0.7084436613859902,-1.0033315450567037,-1.2366578842084832,0.48361465010339255,0.16715396412552383,-0.2759262162132013,-0.40652291038882843,0.16498459442961086,0.3217584272894092,-0.43516660465752216,0.3472331859682443,0.22536637499911638,0.5194778338997554,0.7133362727971996,-0.20680759806975865,0.06232748442418982,0.21494240701099016,0.08656453473962607,-0.01498758736559137,0.4065776620873939,0.0686779653477936,0.2221048040987071,0.693815325001169,0.04218587229671845,0.24235282492919372,-0.6082569782063311,0.07154861133125986,-0.0029196770570432944,0.025347495180735674,0.025347495180735695,26.065221568158037
86,20.03663745,-1.4958755648000714,0.6378891063887581,-0.9876762467910715,-0.5553823720633329,0.36860411229410334,-0.4211340581076283,-0.38585157413782345,-0.7361825648785476,-0.006001587237580135,-0.10082131525526351,-0.23872912052013856,0.3239857883761386,0.22475827172466686,0.20168418353516251,-0.36177002624652627,-0.38290325518199175,0.0868708300570511,-0.04005070118441819,-0.1830965259914088,-0.4658378824462363,-0.397832337387498,-0.21939717195740832,-0.25002068461121335,-0.5934146218179022,0.011959472116265885,-0.09894937610644242,0.6053492348080393,-0.11454656424415385,-0.02263946740699543,-0.010418439522151287,-0.010418439522151287,24.393593276559862
85,27.55026316,-1.4141102367701832,0.5557056647812125,-0.9003268016804755,0.215911945720937,0.17267645767718784,-0.858456841609528,-0.3262528816420639,-0.607887956814391,-0.17264819572908147,-0.4284201217771354,0.21053898381876188,-0.1221892536680379,-0.09806081454946995,-0.4583966585586459,-0.7255564880530596,0.24559506131096942,-0.0828214802835874,-0.19486478766976661,0.05214166140876132,0.48082546981182767,0.036865725607068627,0.19991067767054232,0.13445125016968013,0.25683619809938196,-0.062267961510381636,-0.06323179333457508,-0.519814430485008,0.1470381359309349,0.04755428336070341,-0.004617523424331618,-0.004617523424331637,28.074177765069226
84,32.54669655,-1.325892648070436,0.4633915623742785,-0.7476237934586358,0.9522103103480896,-0.061157667946876146,-0.9880459247871034,-0.12331484919189871,-0.10144682062070234,-0.21445791535129216,-0.35241633618473484,0.4368317689359577,-0.40885972765633416,-0.280300997064991,-0.34051215797728257,0.3372614826386259,0.35802488372940516,-0.06733213020940014,0.13773740613938798,0.1435962051868196,-0.01498758736559137,0.3567399959243407,-0.025335871597184575,0.0582789200188172,0.18196247026398074,0.09259955407216294,0.21341340303959838,0.36332762664245366,-0.1660431511150292,-0.07111568494265014,0.019606104331973358,0.01960610433197333,30.41863719933169
83,25.03596598,-1.2316253153244694,0.36262970959654195,-0.5406517368445143,1.5341702602784646,-0.28156627281334506,-0.7634471049886496,0.1338016138081497,0.4681009499082528,-0.10119935387857693,0.05558900479111069,0.20048955241125258,-0.16180900851545713,-0.060704757245221674,0.3552706599670715,0.7369488301940472,-0.2818623868799117,0.0987060343601357,0.12581632839859577,-0.16092408256590357,-0.4658378824462363,-0.43450557901273545,-0.1688942005151502,-0.21756318069352937,-0.5483404737669849,-0.09322322471793049,-0.32309534093102577,-0.1572484681457355,0.1698184415394949,0.09265310501847317,-0.034393500077870835,-0.034393500077870835,26.201822870749304
82,45.06467955,-1.131738358750434,0.2552570215933813,-0.2944344668932793,1.8674651797285862,-0.4401645770715918,-0.2651730213533303,0.3321322818396925,0.7464589591700846,0.08523351700660502,0.41122550199351615,-0.24818494167397512,0.2964654904262731,0.2459171539976725,0.4481078508800782,-0.3123681175609213,-0.3294726924846788,0.0440460506571997,-0.20080976876459358,-0.021686915862385,0.48082546981182767,0.12758118116961148,0.23209817270304048,0.25198928592099595,0.6964801689944508,0.0639388865354801,0.3714631575637213,-0.07029429848112236,-0.15801773195198848,-0.11155357979603249,0.04882797197112755,0.048827971971127565,35.35934189559104
81,40.01947876,-1.0266875396210893,0.1432309307795029,-0.02684457815704381,1.898073169402259,-0.5021365895725093,0.3281584619460698,0.38454049298184906,0.560470108723461,0.2100365107560362,0.3794579765753065,-0.4340144481372797,0.36773705273997803,0.1999949416447837,-0.21955870808482653,-0.7475003003511163,0.31523742293871526,-0.10909708943810197,-0.025149374312328755,0.17735317421127264,-0.01498758736559137,0.2922973524129754,-0.11524315958467336,-0.1418003081538614,-0.5674222815145692,-0.014141582954593428,-0.3493380447088463,0.28824225446102636,0.13172340098589014,0.12727919402586402,-0.06276140279715735,-0.06276140279715732,33.88485908131154
80,29.347668,-0.9169521807296533,0.028593702329877728,0.24269392393770353,1.621033152369365,-0.45387802211884765,0.8038539583296168,0.2680006777576587,0.025831768912351567,0.1829682124770838,-0.009786275913858753,-0.16019269018891497,-0.04103147026173896,-0.13263781643285485,-0.5146024252742011,0.28711833479454596,0.29753966556727146,-0.018308581615538205,0.21341727747680886,-0.1126683595121034,-0.4658378824462363,-0.4533901111809538,-0.09101611784409334,-0.049766984002242345,0.2125315680445196,-0.040192643577957744,0.2609187068371549,-0.4668466233824815,-0.09334720378233691,-0.1393823902893858,0.07605081670074068,0.07605081670074068,28.799972145147713
79,34.68365042,-0.8030329793498304,-0.08656479685290923,0.49461558663016575,1.0812489871281319,-0.30598274496157407,0.991389420187344,0.03371465271067892,-0.5248756402398254,0.023600921375427852,-0.3898111520824282,0.2832841861797273,-0.39623794304767396,-0.275122461660986,0.06370850496935204,0.7571988591054075,-0.345377696453777,0.11341632980421644,-0.08183778774231953,-0.0920003828921401,0.48082546981182767,0.2130734481849182,0.22666618006593856,0.21277331375246156,0.22694624428865987,0.08163220847875176,-0.12298456883375862,0.5817288263628738,0.046409062221915355,0.14751870666624786,-0.0885598463117765,-0.0885598463117765,30.163324195711574
78,24.01168695,-0.6854497226689911,-0.20014519696335703,0.710633740845146,0.3662112536863527,-0.09091718757850957,0.8235384258492846,-0.21538391910069293,-0.7490756744201732,-0.1528315095414186,-0.40260586463753073,0.42674355178532686,-0.23419956773202885,-0.02319457587590971,0.5338968999054975,-0.2615409447996815,-0.2625534790456454,-0.008447854254467828,-0.17239158001268068,0.18236396452736564,-0.01498758736559137,0.21588802095034207,-0.18647133187508028,-0.2536703628843149,-0.5760999481663853,-0.09688241102658433,-0.038288471998433535,-0.6172080328353005,0.004785787545053048,-0.1514565802615977,0.10016013205903396,0.10016013205903394,24.918847238924087
77,26.67975238,-0.564738916118459,-0.31007689735817245,0.8750679069520119,-0.408183602571508,0.14410679251808473,0.36047104454562057,-0.3698534760040598,-0.5073010788797926,-0.21875592100414537,-0.03611687339721658,0.11825203418989405,0.23356046287303425,0.26198479843454964,0.0979851369691938,-0.7660334402254453,0.3719739274325256,-0.11142336749456475,0.16825855988284003,-0.04615085562626427,-0.4658378824462363,-0.45371279892634764,0.0016142555627960673,0.1489875694141016,0.695967133721401,0.081050659339843,0.1922954717662185,0.5684415133698842,-0.05554167776096645,0.15108393758086272,-0.11073263931305143,-0.11073263931305143,26.1363552227764
76,24.01168695,-0.44145133542227594,-0.4143558141519799,0.9759820205880768,-1.1164182740031028,0.34749600302303013,-0.23181551589559476,-0.361827753590852,0.05004835170100838,-0.12650428849160442,0.36439681225220494,-0.31547655159052274,0.39643311895737365,0.17158565104334558,-0.5042215568660444,0.23566513184230045,0.2248731385373873,0.03473412354157012,0.08804271179500184,-0.14740202519918374,0.48082546981182767,0.28984246319646717,0.18449514090038363,0.04119826295411981,-0.5388409234847401,-0.03921611873002483,-0.30981037034986425,-0.44208564736427,0.10120320269106627,-0.14641138418728558,0.12016887984251455,0.12016887984251456,25.321193498719595
75,23.94813555,-0.3161495135339017,-0.5110809151949961,1.0060508561996642,-1.6436989852899446,0.47460181426854847,-0.7410024456490374,-0.19483285635883338,0.5762643962323125,0.057218915659579324,0.42162247171579165,-0.4150936891157647,0.04180614635806849,-0.1647967959482622,-0.250691436421439,0.7739939632939072,-0.39475320255466834,0.1032291211224137,-0.21239481719952394,0.157816405309642,-0.01498758736559137,0.1306402085442364,-0.22747541455499373,-0.2077406686005743,0.16725720519094064,-0.015199793407487682,0.3685322496342952,0.25538736144909097,-0.13758221936094828,0.1375719028632525,-0.12837202505031736,-0.12837202505031733,26.11166320513179
74,21.11395244,-0.1894051739273697,-0.5984888763903919,0.9630917557317706,-1.9045617709657794,0.49752156474750114,-0.9845599185722286,0.05776193777324085,0.744005859589366,0.19956878610604817,0.08164941471329797,-0.07509795229951534,-0.3673941304946605,-0.26492837123564134,0.4282982627525876,-0.2095204206943889,-0.1848852953257594,-0.05908726002550407,0.018431885744375612,0.027846980930677383,-0.4658378824462363,-0.4354604313747066,0.0939829833628591,0.25506199736185947,0.27089451465307235,0.06473928599618371,-0.3573174007173308,-0.033830012598854174,0.16134199025878096,-0.12481706886586735,0.13525789956599873,0.13525789956599873,22.12292526109766
73,19.84644271,-0.0617966219542045,-0.6749862275575357,0.8502230649654952,-1.8567248489945827,0.41122383982057625,-0.875179128035159,0.2849790003946172,0.44892645347877397,0.19761627176539678,-0.3352432680206009,0.34443170067401613,-0.2970019691283705,0.014738448727647565,0.3804039444968301,-0.7810713452095638,0.4134817756321676,-0.08928964268631993,0.20315481952726158,-0.17891210211872385,0.48082546981182767,0.3547452937097093,0.11242032180682668,-0.15600483315492172,-0.6012308106366681,-0.09350902788203828,0.2782940765301696,-0.1923449591892834,-0.1703032338622861,0.10850988999214717,-0.1407558449989508,-0.1407558449989508,22.099042766560615
72,27.72658951,0.06609389383125601,-0.7391784018135596,0.6756377768135324,-1.50794183706015,0.2346529834471619,-0.4520701470256123,0.3869904200440907,-0.12541490849967504,0.05277317896858777,-0.4363126616878856,0.3991844034843663,0.16109344252758415,0.2732763909148905,-0.31309081501432895,0.1831366429456465,0.1430002787943106,0.08015188627920475,-0.12027442565451855,0.1076892723948742,-0.01498758736559137,0.040043970650756995,-0.23160928643864334,-0.032582533940606846,0.6922785600443006,0.0922790691581352,-0.1464586111812445,0.3922658321074699,0.16364401158098962,-0.0891144752285142,0.14480944498912254,0.14480944498912252,26.160193291265195
71,24.64582412,0.19368283833846928,-0.789895158895358,0.4520088125154117,-0.9147450122761893,0.006570377102542152,0.13309382895551697,0.31897743684811725,-0.6217398997091346,-0.13022866463566493,-0.1263441225451094,0.031173263794777223,0.40889916670574067,0.14004830877907837,-0.4752252370462629,0.7872575105512618,-0.42796746616143966,0.0703807359284341,-0.142860640814725,0.09733125693883538,-0.4658378824462363,-0.39938026259815684,0.17111853787855097,0.2024709875772809,-0.5078009579096806,-0.06144400694857248,-0.01317044914641263,-0.5386444339785713,-0.1419751171861267,0.06718282601905007,-0.1473771041152176,-0.1473771041152176,26.1930901837574
70,29.01330179,0.3203880524774672,-0.8262119189481559,0.19556911060465235,-0.1732823122835459,-0.22295457878117428,0.670547245139578,0.11082158340979169,-0.7313015378383826,-0.21906594853476116,0.302649674202481,-0.3698525144180336,0.12293221443396313,-0.19395148641933319,0.16916621209432653,-0.15654390296510115,-0.09964788589213694,-0.09675564740076215,0.19189118841514727,-0.18142332247161166,0.48082546981182767,0.4051248102176738,0.02212392491810347,-0.2561626014734457,0.12121968607221155,0.010896390192443728,0.1703001403600859,0.6115008375813745,0.10728405389757184,-0.043339126078423884,0.14843247472000434,0.14843247472000431,29.38809588667373
69,26.92146137,0.44563140941725965,-0.8474666178600604,-0.07506670119493265,0.5962667432990282,-0.40353585473210446,0.9676274998701211,-0.14602377903366628,-0.38594523517050944,-0.1495030165683336,0.44652569332569536,-0.3791789456904127,-0.3235091590722183,-0.24990456674542488,0.5264581640988863,-0.7925454007921255,0.43806163135538284,-0.047554778862036705,0.04666461622594116,0.04010739088029507,-0.01498758736559137,-0.05219167210613121,-0.1982029114781639,0.1628440925510965,0.31360675547952716,0.04314702211310276,-0.2951118061069466,-0.6008905180811283,-0.06275273763269724,0.0182619768678507,-0.14796472727293294,-0.14796472727293294,28.819915947679934
68,27.72658951,0.568841452445964,-0.8532717768653931,-0.340253517824165,1.2691702754115388,-0.4955316895434912,0.91783930806081,-0.3387135331067518,0.1994945386236481,0.028161198392394286,0.16974236870869344,0.013071304580661289,-0.3476450750123471,0.052402787524613706,-0.00972543261705841,0.12977254355147788,0.05527297083557552,0.10797445859956271,-0.21528439686297432,0.15103965682683976,-0.4658378824462363,-0.3469494189456503,0.22051845083019445,0.023929627664802115,-0.6236183948163995,-0.08334794482257989,0.3639198135763969,0.5082617295853243,0.012465646946286348,0.007334915680294124,0.1459786614957739,0.1459786614957739,28.915133165259785
67,24.64582412,0.6894560023967135,-0.8435215663847622,-0.5807417697661761,1.7363611344322387,-0.47874687251918074,0.5390303980484706,-0.3825893547946749,0.6608355104664303,0.18546286986234647,-0.26695048517659864,0.3914781408737043,0.0820312377173789,0.27958608273037167,-0.5294035653918296,0.7969289823534648,-0.44366069141951947,0.022082153516948002,0.06125854223305057,-0.1545286566720435,0.48082546981182767,0.43891846939518275,-0.07175841455244536,-0.19697028348422388,0.6854312780788264,0.09680906018136712,-0.36366639938071177,-0.346257825897581,0.038964811416946854,-0.03272305352548049,-0.1424946571109772,-0.14249465711097717,28.09927745134008
66,26.20731315,0.8069247227422529,-0.8183937353261991,-0.7790747245084282,1.9221149811490028,-0.35686605869814647,-0.03300641922562882,-0.2583743834945488,0.711093072700082,0.20866173431127197,-0.4521567671041774,0.3552825988025799,0.40462483452556275,0.10595784891733723,-0.1506073780035087,-0.10285311131151527,-0.010330880301960986,-0.1131839352725231,0.18457517939659052,-0.03397527208856791,-0.01498758736559137,-0.1422905816747333,-0.13267094113882028,0.25697091940981664,-0.4744440130329787,-0.07921175382907923,0.29439965418154596,0.1369915076712617,-0.08682135932855392,0.05717987987148241,0.13754846471814203,0.13754846471814203,28.135091282611135
65,23.5866432,0.9207116306542882,-0.7783463706756969,-0.9208556482753699,1.7963240190860588,-0.1566449019638597,-0.5932113224995847,-0.020642518780843964,0.31900369648204724,0.08098336759373256,-0.21139882847120142,-0.05718174368280084,0.19902542320700936,-0.21957039015116855,0.4837912843381037,-0.8004032534891978,0.4447071924208526,0.004619457360973342,-0.1537870144487766,0.18026688807209118,-0.4658378824462363,-0.2803144253166829,0.2341757681150468,-0.16949754388358682,0.07462906932889936,0.03620161886045775,-0.16926439647767813,0.090973447638682,0.12671452304182895,-0.08000934342859206,-0.1311908389444867,-0.1311908389444867,26.725537574902848
64,23.5866432,1.030297542570198,-0.7241095464506639,-0.9957928463933806,1.379376997931361,0.0779634289954814,-0.9407659136101284,0.22615864518977544,-0.2715270848220991,-0.10525171683445006,0.22851202293108067,-0.4090866718494448,-0.26637968466664724,-0.230324936107723,0.2971262559303162,0.0758163218057329,-0.03471721904346634,0.11209414322188567,-0.1074809701964019,-0.10258730986429841,0.48082546981182767,0.4547427548649225,-0.15400983612300848,-0.01524941724973493,0.3548880806096187,0.018422771458698733,0.012007667444287282,-0.3065209946686621,-0.15498524225188112,0.10056170831826769,0.12348701763369108,0.12348701763369105,27.408199742369636
63,19.11888526,1.1351824431085495,-0.6566720142580799,-0.9984467241536893,0.7388545157505149,0.29545698646114826,-0.9510812147507276,0.37359691384028365,-0.6931500546330156,-0.2153823460595074,0.45314810058630384,-0.3277405716768608,-0.3840555506787562,0.08911180968725457,-0.393804947190536,0.8029642499929333,-0.44119039584296643,-0.031063971653554113,0.20766776914748103,-0.10255107425571962,-0.01498758736559137,-0.22656409811113834,-0.0456350839908895,0.19124483272455936,-0.6431605512937868,-0.06713674178225698,0.14752776847355442,0.4802300004981554,0.16904048454855364,-0.11825204582221942,-0.11451605241733982,-0.11451605241733984,24.657525272507648
